distance_km,days_since_last_donation,is_first_time_donor,age,past_donations,response_rate,avg_response_time_min,is_available_now,label
9.75,303.0,0,48,1,0.111,1.7,1,1
13.66,572.0,0,37,6,0.476,49.3,1,0
0.38,204.0,0,37,4,0.475,47.0,1,0
4.7,451.0,0,30,3,0.549,13.1,1,0
3.25,815.0,0,18,2,0.782,23.2,1,0
6.73,158.0,0,39,0,0.263,15.3,1,1
1.93,199.0,0,35,3,0.214,6.5,1,1
1.37,95.0,0,18,3,0.858,4.9,1,1
0.37,257.0,0,20,3,0.798,9.5,1,1
6.44,198.0,0,26,0,0.77,9.8,1,0
4.2,-1.0,1,18,4,0.735,9.4,0,1
7.73,331.0,0,18,2,0.737,12.2,0,0
5.36,518.0,0,30,2,0.223,3.3,1,0
1.14,859.0,0,36,3,0.42,57.2,1,1
3.05,109.0,0,37,2,0.627,6.6,0,1
2.22,574.0,0,27,4,0.57,31.5,1,1
0.81,401.0,0,29,6,0.514,10.6,1,1
5.16,273.0,0,48,2,0.876,7.6,1,1
17.25,-1.0,1,25,3,0.642,0.5,0,0
0.28,823.0,0,37,1,0.202,1.7,1,0
11.84,533.0,0,55,0,0.153,10.8,0,0
15.51,-1.0,1,23,1,0.33,0.9,1,0
7.19,243.0,0,41,1,0.445,21.6,1,0
9.1,666.0,0,37,7,0.366,18.0,0,0
0.23,533.0,0,18,3,0.442,27.5,1,1
2.96,245.0,0,34,4,0.482,21.5,1,0
6.21,758.0,0,39,4,0.557,33.3,1,0
3.37,475.0,0,38,4,0.485,29.8,1,0
2.5,401.0,0,37,2,0.727,10.4,1,1
2.03,296.0,0,59,1,0.481,1.0,1,1
2.19,440.0,0,28,2,0.848,15.1,0,0
2.28,877.0,0,38,2,0.951,42.7,1,1
18.05,765.0,0,30,2,0.208,7.3,1,0
4.37,299.0,0,36,5,0.126,3.7,1,0
4.02,616.0,0,51,3,0.362,9.8,0,0
10.0,159.0,0,24,5,0.145,12.5,0,0
5.51,623.0,0,33,4,0.917,81.5,1,1
3.18,285.0,0,18,3,0.163,23.2,1,0
14.38,554.0,0,25,4,0.591,2.0,1,1
1.58,707.0,0,30,2,0.329,0.0,0,1
14.06,-1.0,1,39,5,0.612,59.9,0,0
3.09,-1.0,1,36,3,0.394,65.6,1,1
2.91,649.0,0,21,4,0.217,29.7,1,1
4.07,818.0,0,18,2,0.544,9.9,1,0
8.95,-1.0,1,36,3,0.438,18.4,1,1
2.06,462.0,0,24,0,0.634,2.3,0,1
3.11,158.0,0,46,8,0.541,17.6,0,1
1.08,281.0,0,25,3,0.288,26.1,0,0
3.36,120.0,0,29,4,0.543,12.2,1,1
3.71,589.0,0,32,3,0.413,10.7,0,0
11.56,601.0,0,36,3,0.877,39.2,1,1
12.41,-1.0,1,37,4,0.058,60.9,1,0
39.5,171.0,0,18,2,0.546,29.0,1,0
3.14,168.0,0,37,3,0.559,1.8,1,1
15.49,470.0,0,18,4,0.274,5.2,0,0
7.76,166.0,0,21,0,0.249,11.9,1,0
3.57,543.0,0,43,1,0.312,27.2,1,1
18.56,829.0,0,49,5,0.323,8.6,1,0
2.57,117.0,0,18,5,0.734,11.9,1,1
1.05,465.0,0,24,1,0.419,31.9,1,0
16.79,587.0,0,22,1,0.737,25.1,0,0
2.55,278.0,0,27,2,0.615,33.0,1,1
4.22,611.0,0,36,2,0.278,24.2,0,0
0.65,-1.0,1,31,1,0.841,6.2,1,1
17.27,713.0,0,33,2,0.284,12.6,1,0
1.66,326.0,0,18,0,0.293,37.2,0,0
7.22,181.0,0,31,6,0.745,33.8,1,0
0.29,314.0,0,18,2,0.139,0.5,1,0
2.33,-1.0,1,27,5,0.431,18.3,1,1
1.77,197.0,0,36,0,0.815,30.6,0,1
1.05,326.0,0,27,2,0.086,9.4,0,0
2.12,312.0,0,52,6,0.781,37.9,1,1
1.14,-1.0,1,38,3,0.311,17.3,1,1
8.82,387.0,0,26,5,0.492,15.9,0,1
0.11,244.0,0,46,1,0.16,9.2,1,0
4.06,679.0,0,37,2,0.606,73.7,0,1
25.62,118.0,0,19,2,0.769,133.3,1,0
7.14,840.0,0,45,2,0.811,18.2,1,1
15.6,562.0,0,18,4,0.325,24.5,0,0
1.74,687.0,0,32,5,0.591,17.0,0,0
6.5,337.0,0,18,3,0.799,119.5,1,0
11.3,297.0,0,35,4,0.639,20.6,1,1
16.24,715.0,0,30,1,0.266,8.4,1,0
0.56,-1.0,1,25,4,0.636,55.5,0,0
0.53,720.0,0,23,3,0.569,11.7,1,1
11.18,-1.0,1,33,1,0.663,15.0,0,0
3.41,211.0,0,28,4,0.429,51.9,0,0
1.89,434.0,0,23,4,0.631,27.5,1,1
4.79,415.0,0,51,2,0.314,78.7,1,0
10.64,852.0,0,29,3,0.078,42.3,1,1
0.8,764.0,0,18,4,0.385,50.2,1,0
13.03,641.0,0,38,3,0.539,60.0,1,1
13.4,570.0,0,36,1,0.425,8.6,1,1
8.67,537.0,0,26,1,0.261,18.6,1,1
2.29,193.0,0,29,0,0.151,28.6,0,1
9.88,552.0,0,32,3,0.378,20.4,1,1
7.56,344.0,0,31,2,0.653,12.1,1,1
21.47,535.0,0,40,4,0.091,0.9,0,0
0.65,530.0,0,31,2,0.64,43.0,1,0
30.22,168.0,0,42,2,0.353,15.8,0,1
9.19,441.0,0,18,4,0.262,44.9,1,0
14.82,-1.0,1,55,3,0.251,5.1,1,1
7.8,594.0,0,47,3,0.695,3.7,1,0
7.58,673.0,0,35,1,0.217,4.3,1,0
5.96,877.0,0,36,1,0.62,9.5,1,0
20.12,195.0,0,25,0,0.702,7.6,1,1
9.64,500.0,0,27,4,0.794,85.3,1,1
5.32,424.0,0,30,3,0.548,15.9,1,1
3.4,880.0,0,18,2,0.61,13.2,1,1
0.93,444.0,0,30,0,0.866,51.8,1,0
1.61,812.0,0,22,4,0.278,30.6,1,1
0.17,137.0,0,35,2,0.681,2.3,1,1
3.24,281.0,0,26,3,0.548,65.6,1,1
0.68,729.0,0,27,1,0.214,53.0,0,0
5.59,294.0,0,43,5,0.703,30.8,1,0
12.16,798.0,0,29,4,0.258,16.9,1,0
21.67,92.0,0,27,3,0.497,69.5,0,0
4.92,125.0,0,34,5,0.403,16.0,0,0
3.65,275.0,0,23,6,0.186,76.2,0,0
0.12,446.0,0,29,4,0.733,18.6,1,1
7.51,362.0,0,35,1,0.084,36.7,1,0
0.05,171.0,0,42,2,0.716,0.9,1,0
3.39,378.0,0,43,3,0.077,17.0,1,0
4.58,594.0,0,35,5,0.505,22.7,1,0
3.91,-1.0,1,29,7,0.715,21.9,0,1
2.22,872.0,0,32,2,0.554,22.3,1,1
14.18,805.0,0,40,4,0.449,9.7,1,1
9.0,543.0,0,32,4,0.301,5.8,1,1
6.28,777.0,0,39,4,0.629,51.8,1,1
5.72,807.0,0,21,5,0.686,11.3,0,0
1.85,492.0,0,28,4,0.351,14.1,1,1
0.29,787.0,0,18,2,0.331,5.7,1,1
2.02,400.0,0,41,4,0.354,32.3,1,0
3.9,640.0,0,33,2,0.708,27.1,1,1
8.61,873.0,0,36,0,0.438,28.4,1,0
3.01,301.0,0,32,3,0.472,5.9,0,0
1.08,687.0,0,31,3,0.442,20.4,1,1
8.33,270.0,0,22,1,0.843,24.9,1,1
3.84,612.0,0,18,2,0.52,17.4,0,0
1.49,-1.0,1,41,5,0.623,36.1,1,1
17.12,886.0,0,27,1,0.795,35.4,1,1
13.23,614.0,0,40,2,0.715,64.7,0,0
2.71,190.0,0,33,7,0.303,22.1,0,0
9.47,214.0,0,32,3,0.574,17.7,1,1
0.41,539.0,0,48,3,0.855,22.9,1,1
0.34,218.0,0,27,2,0.737,22.2,0,0
5.63,339.0,0,18,2,0.304,2.0,1,0
5.64,209.0,0,38,1,0.653,21.5,0,1
2.79,146.0,0,28,2,0.716,9.3,1,1
6.84,-1.0,1,24,3,0.432,18.5,1,1
13.32,105.0,0,34,3,0.137,69.3,0,0
5.05,607.0,0,41,2,0.354,47.3,1,0
2.67,830.0,0,21,2,0.705,25.6,0,1
2.65,435.0,0,34,6,0.753,15.8,0,0
5.63,189.0,0,38,7,0.571,0.6,1,0
2.55,518.0,0,37,4,0.492,1.3,1,1
14.56,297.0,0,41,0,0.901,3.5,0,0
2.99,809.0,0,18,5,0.877,43.8,0,0
7.95,-1.0,1,36,5,0.58,65.9,1,1
1.37,300.0,0,47,1,0.543,47.6,0,0
4.97,101.0,0,20,6,0.174,48.1,1,0
10.7,242.0,0,45,4,0.742,19.1,1,1
11.12,631.0,0,18,7,0.538,27.8,0,0
6.13,526.0,0,25,1,0.256,9.9,1,0
13.92,819.0,0,18,2,0.345,1.1,0,0
3.37,367.0,0,18,1,0.514,30.3,0,0
5.64,-1.0,1,18,3,0.309,51.8,1,0
3.86,281.0,0,28,6,0.687,9.0,1,1
6.73,141.0,0,27,2,0.7,8.9,1,1
1.83,180.0,0,35,1,0.404,14.5,0,0
7.87,-1.0,1,40,0,0.291,14.2,1,0
0.31,856.0,0,33,2,0.711,72.4,0,0
17.63,521.0,0,54,2,0.408,45.3,1,1
7.85,103.0,0,33,2,0.279,12.1,0,1
0.94,116.0,0,30,2,0.881,2.9,0,0
3.36,669.0,0,46,3,0.743,15.0,0,0
3.32,667.0,0,30,4,0.479,23.7,0,1
2.34,466.0,0,24,3,0.366,17.6,1,1
0.62,343.0,0,22,4,0.175,44.5,1,0
3.87,130.0,0,25,7,0.221,14.7,1,0
1.15,539.0,0,31,0,0.539,9.2,0,0
5.92,267.0,0,37,1,0.727,1.5,1,0
7.77,246.0,0,37,5,0.315,16.5,0,0
4.74,468.0,0,18,1,0.685,19.6,0,0
5.47,761.0,0,19,4,0.552,6.1,1,1
10.93,476.0,0,36,4,0.729,22.5,0,0
3.31,432.0,0,45,6,0.393,3.3,0,1
3.39,717.0,0,26,1,0.303,14.7,1,1
6.25,821.0,0,24,3,0.455,13.4,1,1
13.8,267.0,0,42,4,0.819,74.9,0,0
1.1,-1.0,1,26,3,0.215,3.8,1,1
0.74,-1.0,1,30,4,0.459,12.0,1,1
25.69,729.0,0,55,3,0.672,11.1,1,0
40.11,301.0,0,40,6,0.648,10.3,1,0
1.49,242.0,0,30,3,0.647,10.0,1,1
5.07,682.0,0,30,4,0.743,4.0,1,0
34.34,304.0,0,42,2,0.699,7.3,1,0
12.0,417.0,0,49,3,0.879,16.1,1,1
5.86,561.0,0,21,2,0.742,1.1,1,1
4.57,764.0,0,23,6,0.886,25.1,1,1
0.06,-1.0,1,24,2,0.286,20.6,0,1
6.59,776.0,0,34,3,0.692,6.4,1,1
3.02,115.0,0,18,4,0.266,21.1,1,1
2.22,825.0,0,24,5,0.572,63.0,1,1
5.33,688.0,0,32,3,0.587,8.5,0,1
8.5,484.0,0,32,4,0.275,108.4,1,0
5.88,733.0,0,51,3,0.392,8.8,1,1
6.74,-1.0,1,31,2,0.414,92.1,1,0
7.26,667.0,0,30,1,0.9,61.6,0,1
36.67,180.0,0,35,1,0.439,0.5,1,0
7.02,486.0,0,20,2,0.32,43.8,1,0
4.78,634.0,0,33,9,0.287,7.5,0,0
2.32,315.0,0,21,4,0.568,12.4,1,1
1.16,685.0,0,35,2,0.437,14.0,0,0
23.25,861.0,0,39,3,0.229,91.5,1,0
8.3,485.0,0,18,5,0.363,24.4,1,0
3.62,639.0,0,29,3,0.175,17.8,0,0
0.79,484.0,0,50,5,0.845,13.0,0,0
4.76,-1.0,1,36,1,0.755,20.9,1,1
1.91,180.0,0,20,4,0.437,8.8,1,1
0.71,635.0,0,39,2,0.278,15.1,1,0
2.38,826.0,0,27,2,0.819,23.4,1,0
5.52,862.0,0,22,2,0.664,16.7,1,0
5.44,227.0,0,21,3,0.275,20.2,1,1
12.69,-1.0,1,30,2,0.488,1.9,0,1
5.71,433.0,0,51,3,0.272,28.4,1,0
0.84,673.0,0,33,3,0.73,2.7,1,0
0.46,133.0,0,46,2,0.359,3.0,1,0
20.77,682.0,0,29,2,0.653,27.6,0,0
4.6,707.0,0,18,6,0.718,23.6,1,0
0.49,833.0,0,21,4,0.925,36.1,1,1
0.07,354.0,0,33,4,0.394,10.6,1,0
1.92,428.0,0,39,4,0.736,3.8,1,1
9.37,693.0,0,36,4,0.109,27.0,1,0
6.51,392.0,0,27,2,0.652,19.3,1,0
8.91,-1.0,1,47,2,0.408,8.3,0,0
3.03,299.0,0,36,1,0.3,21.3,1,1
3.65,143.0,0,28,7,0.718,34.0,1,1
1.88,898.0,0,29,2,0.337,95.3,1,0
3.76,594.0,0,30,4,0.634,10.1,1,1
14.67,168.0,0,26,1,0.521,52.4,0,0
3.79,351.0,0,27,1,0.215,3.7,1,1
2.07,261.0,0,40,3,0.459,6.2,1,1
0.4,162.0,0,38,3,0.696,0.4,1,0
6.57,858.0,0,46,4,0.71,107.4,1,1
6.27,332.0,0,33,0,0.458,5.2,1,1
0.97,499.0,0,33,3,0.638,7.4,1,1
11.85,410.0,0,41,1,0.431,25.4,0,0
6.8,806.0,0,36,3,0.25,2.9,1,0
4.68,316.0,0,42,4,0.534,73.9,0,0
3.33,-1.0,1,40,0,0.165,8.1,1,1
3.6,522.0,0,25,4,0.518,2.1,1,0
11.78,843.0,0,21,2,0.663,16.8,1,0
1.45,634.0,0,24,7,0.304,62.2,1,0
2.06,169.0,0,23,1,0.69,27.6,1,1
8.52,253.0,0,24,1,0.706,35.0,1,1
7.83,659.0,0,40,2,0.424,13.9,1,0
7.68,533.0,0,49,3,0.158,3.8,0,0
2.39,97.0,0,26,3,0.48,2.2,0,1
10.01,736.0,0,37,2,0.899,15.8,1,1
6.59,502.0,0,33,3,0.61,0.7,1,1
12.46,150.0,0,36,1,0.089,19.7,1,0
7.59,529.0,0,35,2,0.287,16.4,1,0
0.22,884.0,0,18,2,0.693,76.1,0,0
4.91,-1.0,1,29,1,0.502,16.4,1,1
0.34,-1.0,1,18,3,0.246,23.6,0,0
2.82,-1.0,1,24,2,0.245,12.8,1,1
3.64,-1.0,1,27,4,0.169,18.7,1,0
3.79,154.0,0,26,4,0.207,27.4,0,0
19.07,361.0,0,40,3,0.519,3.0,1,1
9.18,575.0,0,21,3,0.703,0.3,0,0
9.26,795.0,0,50,5,0.922,51.2,1,1
2.66,366.0,0,30,6,0.553,4.7,1,1
8.46,199.0,0,20,2,0.718,13.7,0,0
1.62,353.0,0,37,5,0.408,32.5,1,1
2.53,812.0,0,32,1,0.418,1.9,1,0
12.13,296.0,0,30,0,0.381,98.5,0,0
6.09,651.0,0,28,5,0.446,28.1,1,1
2.18,290.0,0,26,1,0.574,25.2,0,0
10.98,353.0,0,22,4,0.348,1.1,1,1
2.04,132.0,0,40,6,0.718,75.2,1,0
17.35,207.0,0,42,3,0.3,2.8,0,0
1.38,234.0,0,27,4,0.521,14.3,1,0
19.14,143.0,0,34,1,0.667,4.7,1,0
1.21,531.0,0,38,4,0.38,72.2,1,1
0.28,-1.0,1,39,2,0.495,19.3,1,1
0.32,324.0,0,32,3,0.249,33.1,0,0
0.59,-1.0,1,25,1,0.689,77.5,0,0
5.05,479.0,0,42,4,0.539,17.6,0,0
11.6,590.0,0,35,1,0.148,11.2,1,0
3.18,629.0,0,41,1,0.604,28.1,0,1
19.67,170.0,0,21,1,0.517,4.7,1,1
2.48,226.0,0,30,2,0.46,9.8,1,0
0.13,650.0,0,48,3,0.794,19.4,1,1
0.4,538.0,0,29,4,0.447,19.9,1,1
7.8,280.0,0,25,1,0.828,25.1,1,0
1.24,553.0,0,33,2,0.676,10.4,1,1
4.08,229.0,0,25,3,0.678,48.5,1,1
0.27,240.0,0,19,4,0.981,50.6,1,1
2.88,286.0,0,39,3,0.493,7.1,1,0
13.78,871.0,0,54,2,0.729,9.2,1,1
0.4,261.0,0,20,2,0.796,0.2,0,0
1.86,275.0,0,46,4,0.345,35.1,0,0
12.23,706.0,0,27,3,0.347,14.3,1,1
14.64,666.0,0,35,3,0.303,13.6,0,0
0.71,891.0,0,27,5,0.224,10.2,1,0
0.58,600.0,0,42,1,0.435,18.9,1,1
3.45,762.0,0,26,4,0.557,4.5,1,1
15.95,472.0,0,25,5,0.547,7.9,1,1
0.83,764.0,0,43,3,0.86,15.4,1,1
9.66,742.0,0,28,1,0.812,49.0,1,0
1.46,712.0,0,18,3,0.342,20.3,1,0
18.38,757.0,0,28,1,0.379,9.4,1,0
0.86,141.0,0,32,2,0.747,15.3,1,1
16.8,124.0,0,35,2,0.868,20.4,0,0
8.24,-1.0,1,28,1,0.604,23.0,1,1
13.4,898.0,0,18,1,0.75,34.8,1,1
3.87,561.0,0,41,6,0.212,22.3,0,0
0.44,683.0,0,18,3,0.303,49.4,1,1
3.62,247.0,0,41,5,0.546,16.9,1,0
0.54,849.0,0,37,2,0.48,16.1,1,1
9.55,340.0,0,35,2,0.51,9.4,1,1
1.49,849.0,0,29,4,0.456,32.2,1,0
6.36,-1.0,1,29,4,0.538,5.4,1,1
3.75,-1.0,1,26,1,0.321,5.3,1,0
12.69,840.0,0,38,5,0.379,30.9,1,1
1.75,546.0,0,42,8,0.4,12.6,1,0
0.06,244.0,0,28,2,0.842,4.8,1,1
1.66,414.0,0,35,1,0.097,123.7,1,1
3.74,649.0,0,33,2,0.708,15.2,1,1
2.02,775.0,0,32,2,0.27,54.0,0,0
5.77,385.0,0,38,5,0.069,16.6,1,0
15.08,585.0,0,34,0,0.799,8.6,0,0
0.79,864.0,0,36,1,0.384,11.8,0,0
5.21,793.0,0,27,6,0.763,0.9,0,1
0.44,881.0,0,43,4,0.452,62.4,1,0
36.44,664.0,0,18,4,0.894,21.5,0,0
8.7,800.0,0,32,3,0.527,0.2,1,1
2.69,768.0,0,24,5,0.684,62.0,1,0
10.67,815.0,0,57,3,0.259,22.0,1,0
1.68,494.0,0,28,3,0.77,10.3,1,1
1.52,754.0,0,21,7,0.528,40.1,1,0
16.07,-1.0,1,33,2,0.922,89.5,1,1
1.98,-1.0,1,18,6,0.565,30.0,0,0
2.11,483.0,0,21,2,0.373,8.3,1,0
0.19,578.0,0,30,4,0.3,0.7,1,1
2.22,247.0,0,18,1,0.066,15.8,1,1
0.91,96.0,0,44,3,0.525,49.3,1,1
3.84,243.0,0,33,3,0.301,7.5,1,1
4.95,360.0,0,28,4,0.647,1.8,1,1
3.79,793.0,0,41,7,0.684,2.1,1,1
25.79,367.0,0,18,4,0.673,66.0,0,0
1.16,715.0,0,33,4,0.717,8.8,0,1
10.61,642.0,0,29,2,0.334,4.7,1,0
4.03,707.0,0,26,6,0.237,6.1,1,0
0.03,424.0,0,39,3,0.766,5.1,1,1
6.36,364.0,0,24,3,0.409,13.2,1,0
0.85,-1.0,1,27,3,0.151,72.5,0,0
0.83,382.0,0,28,2,0.564,46.3,0,1
0.47,388.0,0,43,12,0.1,45.3,0,0
0.05,741.0,0,46,2,0.627,1.3,1,0
4.52,-1.0,1,30,0,0.621,40.2,1,1
7.95,538.0,0,18,5,0.799,19.8,1,0
3.5,571.0,0,38,2,0.595,56.1,1,0
1.11,398.0,0,32,3,0.664,37.1,1,1
5.28,151.0,0,21,4,0.637,6.0,1,1
0.46,333.0,0,32,0,0.32,34.3,1,1
8.72,371.0,0,28,4,0.39,11.2,0,1
0.66,167.0,0,33,2,0.613,71.1,0,0
3.06,290.0,0,18,4,0.743,6.8,0,0
1.22,218.0,0,19,3,0.651,35.8,0,0
4.57,575.0,0,18,0,0.429,15.0,1,0
17.02,454.0,0,46,5,0.804,13.6,0,0
7.94,895.0,0,19,8,0.47,47.9,0,0
2.97,748.0,0,54,5,0.263,11.5,0,0
1.94,572.0,0,18,3,0.39,13.1,1,0
8.51,535.0,0,53,6,0.049,45.2,1,1
11.06,698.0,0,38,2,0.238,12.4,1,0
1.23,676.0,0,36,3,0.323,10.6,0,1
1.27,716.0,0,36,2,0.649,130.1,1,0
4.23,465.0,0,44,2,0.401,19.1,1,1
0.6,284.0,0,21,7,0.291,54.7,0,0
9.84,354.0,0,29,1,0.878,19.3,1,0
4.36,528.0,0,41,0,0.575,99.8,1,0
11.77,774.0,0,47,3,0.062,19.3,1,0
5.96,589.0,0,39,3,0.823,70.5,1,1
10.56,587.0,0,24,4,0.072,0.4,1,0
0.85,430.0,0,22,6,0.167,4.8,1,0
5.2,707.0,0,19,6,0.25,17.5,1,1
5.14,-1.0,1,34,2,0.135,5.4,1,0
5.6,-1.0,1,25,2,0.31,13.6,0,1
15.19,599.0,0,30,1,0.669,13.8,1,0
3.61,429.0,0,22,0,0.517,23.2,1,1
7.99,435.0,0,28,5,0.361,3.4,1,0
17.24,684.0,0,39,4,0.445,8.9,1,0
9.19,263.0,0,48,7,0.685,13.2,1,0
4.08,145.0,0,48,3,0.829,36.6,1,1
16.8,499.0,0,26,3,0.204,20.7,1,0
1.49,192.0,0,33,1,0.842,47.2,1,1
1.28,603.0,0,39,2,0.241,11.4,1,1
0.25,822.0,0,44,4,0.503,21.8,1,1
2.63,419.0,0,35,2,0.508,14.4,1,1
0.58,175.0,0,34,0,0.436,18.5,1,1
0.48,321.0,0,28,1,0.743,6.4,1,1
3.07,512.0,0,18,2,0.309,1.8,1,1
0.95,676.0,0,36,0,0.454,1.5,1,1
0.22,436.0,0,19,4,0.761,31.0,0,0
3.25,613.0,0,35,5,0.542,18.8,1,1
2.13,98.0,0,45,1,0.529,9.9,1,1
0.49,-1.0,1,37,1,0.309,20.1,0,0
2.0,178.0,0,25,5,0.219,39.7,0,0
0.56,812.0,0,43,1,0.627,69.9,0,1
0.04,-1.0,1,27,5,0.84,14.4,1,0
4.71,398.0,0,37,3,0.294,64.3,0,0
9.66,558.0,0,41,4,0.612,23.4,1,0
2.82,410.0,0,49,7,0.229,10.7,0,1
7.05,257.0,0,34,4,0.291,23.1,0,0
0.42,893.0,0,23,0,0.457,38.2,0,0
13.38,163.0,0,52,3,0.367,45.0,1,1
3.81,-1.0,1,23,1,0.787,6.5,1,1
4.02,560.0,0,29,5,0.652,12.8,1,1
6.82,411.0,0,33,5,0.699,15.7,0,0
10.49,224.0,0,18,4,0.18,9.6,1,1
4.88,788.0,0,43,2,0.575,6.1,0,1
5.0,529.0,0,40,4,0.182,15.3,1,0
2.24,364.0,0,41,3,0.077,42.5,1,1
10.57,555.0,0,34,2,0.754,2.2,0,0
18.42,121.0,0,18,5,0.59,20.1,1,1
9.96,335.0,0,21,6,0.67,15.6,1,1
2.81,389.0,0,33,3,0.649,2.4,1,0
2.01,570.0,0,55,2,0.506,7.0,1,0
4.05,239.0,0,43,7,0.371,4.2,1,1
5.07,784.0,0,27,6,0.626,5.8,1,1
0.19,572.0,0,47,2,0.555,10.4,0,1
9.69,199.0,0,38,5,0.441,30.3,0,0
3.35,749.0,0,38,5,0.568,13.1,1,1
0.61,742.0,0,29,3,0.666,3.9,1,1
8.93,175.0,0,22,3,0.649,29.7,0,0
0.2,536.0,0,33,5,0.433,0.2,1,0
8.6,698.0,0,34,3,0.278,24.3,1,0
0.76,336.0,0,18,0,0.291,2.6,0,0
12.84,-1.0,1,25,2,0.708,12.5,1,0
9.2,826.0,0,33,3,0.021,27.5,1,1
6.15,-1.0,1,44,5,0.386,3.7,1,1
5.74,471.0,0,25,1,0.189,143.3,1,0
1.75,320.0,0,23,2,0.252,4.3,1,1
0.78,417.0,0,28,3,0.472,31.4,1,0
0.4,130.0,0,41,2,0.308,20.6,1,1
3.61,-1.0,1,28,8,0.435,37.1,1,1
1.03,808.0,0,29,3,0.589,22.2,1,0
15.57,780.0,0,33,2,0.279,4.6,1,0
1.19,661.0,0,26,2,0.626,48.2,1,0
13.29,-1.0,1,18,1,0.526,3.5,0,0
16.22,667.0,0,27,3,0.876,55.2,0,0
12.69,94.0,0,18,3,0.687,0.8,1,0
3.44,207.0,0,24,2,0.147,37.0,0,0
0.98,719.0,0,24,3,0.676,27.5,1,1
7.61,789.0,0,61,0,0.373,15.7,0,0
12.25,797.0,0,28,4,0.287,83.7,1,0
14.12,-1.0,1,37,0,0.407,16.0,1,0
2.45,320.0,0,36,7,0.309,17.6,0,1
3.7,147.0,0,40,5,0.058,0.9,0,1
0.99,487.0,0,18,7,0.527,8.3,1,1
0.59,-1.0,1,34,5,0.471,20.3,1,1
12.29,562.0,0,36,4,0.051,25.9,1,1
2.39,396.0,0,32,1,0.679,157.7,0,0
10.64,594.0,0,21,2,0.653,14.6,0,0
17.37,-1.0,1,23,4,0.584,54.6,0,0
5.27,366.0,0,49,1,0.467,23.4,1,1
26.42,365.0,0,29,1,0.587,8.3,1,1
11.63,813.0,0,18,2,0.14,25.9,1,0
5.99,675.0,0,35,5,0.411,85.9,1,0
6.22,-1.0,1,31,6,0.176,2.9,0,0
5.56,235.0,0,28,2,0.875,10.3,1,1
33.5,648.0,0,28,1,0.184,22.9,1,0
2.88,647.0,0,39,4,0.209,39.2,0,0
29.59,540.0,0,30,0,0.692,9.8,1,1
3.22,548.0,0,40,3,0.426,24.8,0,0
7.83,178.0,0,18,7,0.589,87.9,1,1
0.01,644.0,0,18,4,0.57,35.2,1,0
0.36,503.0,0,37,3,0.275,26.6,1,1
8.47,340.0,0,30,1,0.486,74.4,1,1
12.39,142.0,0,56,0,0.124,9.3,1,0
3.69,875.0,0,19,0,0.416,15.1,0,0
4.11,804.0,0,35,5,0.446,27.7,1,1
6.9,203.0,0,22,3,0.542,27.1,1,1
3.01,189.0,0,43,2,0.73,38.4,1,0
0.27,745.0,0,40,2,0.653,6.8,1,1
10.14,117.0,0,37,1,0.717,26.1,0,0
26.0,235.0,0,18,1,0.375,9.0,0,0
3.34,174.0,0,44,2,0.044,51.5,1,0
15.51,632.0,0,37,5,0.459,4.4,1,1
6.03,311.0,0,43,0,0.527,18.2,0,0
4.05,-1.0,1,28,3,0.133,0.0,0,0
4.28,807.0,0,32,4,0.732,32.8,0,0
4.22,612.0,0,52,3,0.616,40.9,1,1
6.34,-1.0,1,36,6,0.245,18.7,1,0
5.1,267.0,0,26,0,0.15,58.4,1,0
4.06,645.0,0,18,2,0.523,2.0,1,1
6.27,223.0,0,31,4,0.594,17.9,1,1
1.46,-1.0,1,26,3,0.525,22.1,1,0
8.29,532.0,0,50,1,0.217,54.1,1,0
2.12,497.0,0,26,3,0.52,2.1,0,1
15.21,874.0,0,37,4,0.422,14.6,1,0
7.98,723.0,0,18,0,0.681,25.4,0,0
10.74,459.0,0,40,5,0.301,5.4,1,1
13.78,441.0,0,46,1,0.696,6.9,0,1
6.28,638.0,0,34,5,0.755,17.0,1,0
18.67,503.0,0,18,0,0.388,1.2,0,1
9.41,788.0,0,35,4,0.505,22.0,1,0
10.2,143.0,0,30,2,0.323,2.8,1,0
10.94,635.0,0,32,3,0.496,28.4,0,0
13.64,-1.0,1,43,5,0.262,7.8,1,0
2.12,150.0,0,18,3,0.323,14.2,1,0
8.17,510.0,0,18,4,0.845,44.3,0,0
16.44,769.0,0,34,1,0.162,11.3,1,1
1.34,-1.0,1,35,5,0.73,64.7,1,0
5.83,247.0,0,31,1,0.736,52.1,1,1
0.77,776.0,0,18,2,0.528,4.4,1,0
6.51,735.0,0,37,4,0.764,4.5,1,1
6.41,700.0,0,29,4,0.481,1.8,1,1
2.29,457.0,0,33,4,0.315,14.4,1,0
9.57,527.0,0,35,1,0.658,8.8,1,0
6.5,256.0,0,27,4,0.209,31.7,1,0
4.48,-1.0,1,50,2,0.606,67.6,0,0
10.04,482.0,0,35,6,0.918,11.7,0,1
0.65,808.0,0,40,4,0.516,67.8,0,0
10.68,756.0,0,20,2,0.485,44.1,0,0
6.32,326.0,0,51,1,0.115,4.7,0,0
2.35,337.0,0,26,4,0.674,30.1,0,0
6.65,645.0,0,44,2,0.699,23.9,1,1
4.77,551.0,0,39,7,0.645,35.9,0,0
6.16,386.0,0,21,3,0.26,15.3,1,0
0.65,455.0,0,33,4,0.267,34.7,1,1
